status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,6.0,4.0,11.47,Essex,New York,12936.0,4307.0,1999-05-13,895000.0
for_sale,4.0,2.0,0.08,Plattsburgh,New York,12901.0,1402.0,1996-03-29,110000.0
for_sale,4.0,1.0,0.18,Essex,Vermont,5452.0,1588.0,2015-06-15,355000.0
for_sale,2.0,1.0,0.89,Willsboro,New York,12996.0,1100.0,1998-12-10,315000.0
for_sale,6.0,3.0,0.11,Plattsburgh,New York,12901.0,2458.0,2015-10-05,129900.0
for_sale,4.0,2.0,0.1,Burlington,Vermont,5401.0,2307.0,2016-04-29,599000.0
for_sale,2.0,1.0,401.69,Willsboro,New York,12996.0,1200.0,1999-07-09,2850000.0
for_sale,3.0,3.0,3.2,Essex,New York,12936.0,2160.0,2021-05-12,219000.0
for_sale,2.0,1.0,0.5,Moriah,New York,12956.0,3378.0,2012-07-03,109000.0
for_sale,4.0,6.0,1.8,Willsboro,New York,12996.0,7639.0,2010-06-25,1295000.0
for_sale,4.0,2.0,17.8,Westport,New York,12993.0,2858.0,2014-06-26,249500.0
for_sale,6.0,4.0,11.47,Essex,New York,12936.0,4307.0,1999-05-13,895000.0
for_sale,2.0,1.0,0.89,Willsboro,New York,12996.0,1100.0,1998-12-10,315000.0
for_sale,4.0,2.0,1.3,Williston,Vermont,5495.0,2650.0,2016-03-24,439900.0
for_sale,5.0,4.0,3.5,Willsboro,New York,12996.0,3392.0,2006-06-09,579000.0
for_sale,12.0,4.0,1.05,Bristol,Vermont,5443.0,3952.0,2020-08-03,485000.0
for_sale,3.0,2.0,1.65,Willsboro,New York,12996.0,1188.0,2006-09-14,150000.0
for_sale,3.0,2.0,1.5,Morrisonville,New York,12962.0,1342.0,1995-09-13,165000.0
for_sale,3.0,2.0,0.6,Keeseville,New York,12944.0,1754.0,2018-10-25,179900.0
for_sale,4.0,3.0,0.41,Plattsburgh,New York,12901.0,2080.0,2008-02-20,168000.0
for_sale,3.0,2.0,1.0,Peru,New York,12972.0,2485.0,2020-01-08,238500.0
for_sale,4.0,2.0,0.24,Plattsburgh,New York,12901.0,1879.0,2016-10-05,80000.0
for_sale,4.0,4.0,0.29,Plattsburgh,New York,12901.0,3668.0,2007-09-21,355000.0
for_sale,3.0,3.0,0.92,Peru,New York,12972.0,1547.0,2019-08-23,255000.0
for_sale,10.0,2.0,0.24,Plattsburgh,New York,12901.0,3110.0,2016-10-14,339000.0
for_sale,3.0,3.0,0.1,Westport,New York,12993.0,1858.0,2011-08-05,275000.0
for_sale,3.0,2.0,0.12,Plattsburgh,New York,12901.0,1432.0,2021-10-13,195000.0
for_sale,6.0,2.0,0.08,Plattsburgh,New York,12901.0,1646.0,2005-10-17,234900.0
for_sale,4.0,2.0,0.25,Plattsburgh,New York,12901.0,2022.0,2017-05-09,329000.0
for_sale,3.0,3.0,0.01,Plattsburgh,New York,12903.0,1409.0,2006-05-10,149900.0
